  71-  79 6.6E+00 6.2E+00 5.1E+00 3.7E+00 2.4E+00 1.4E+00 7.4E-01 3.7E-01 8.1E-02 1.8E-02 4.6E-03 1.7E-03 9.3E-04   9.5E+00
  79-  87 7.3E+00 6.8E+00 5.4E+00 3.7E+00 2.2E+00 1.2E+00 5.7E-01 2.5E-01 4.4E-02 7.5E-03 1.6E-03 4.9E-04 2.4E-04   9.1E+00
  87-  95 8.3E+00 7.6E+00 5.9E+00 3.8E+00 2.1E+00 1.0E+00 4.4E-01 1.7E-01 2.2E-02 2.9E-03 4.8E-04 1.3E-04 5.6E-05   9.0E+00
  95- 103 9.3E+00 8.4E+00 6.2E+00 3.7E+00 1.9E+00 8.2E-01 3.1E-01 1.1E-01 1.0E-02 9.7E-04 1.2E-04 2.6E-05 1.0E-05   8.7E+00
 103- 111 8.6E+00 7.7E+00 5.4E+00 3.0E+00 1.4E+00 5.3E-01 1.7E-01 5.1E-02 3.5E-03 2.3E-04 2.2E-05 4.7E-06 4.0E-04   7.0E+00
 111- 119 1.5E+01 1.3E+01 8.9E+00 4.6E+00 1.9E+00 6.3E-01 1.8E-01 4.3E-02 2.1E-03 3.0E-04 2.7E-03 1.9E-02 5.8E-02   1.1E+01
 119- 121 1.8E-02 9.4E-03 1.4E-04 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   2.3E-03
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =1.018E+04
                                                                           neutron multiplicity (dimensionless)  =5.844E+00
                                                                           neutron average energy (MeV)          =9.656E+00
  
                       120-MeV neutrons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.0E-05 1.0E-05 1.0E-05 1.1E-05 1.2E-05 1.2E-05 1.4E-05 1.5E-05 1.8E-05 2.2E-05 2.6E-05 3.0E-05 3.2E-05   2.4E-04
   3-   5 5.6E-03 5.6E-03 5.6E-03 5.7E-03 5.7E-03 5.8E-03 6.0E-03 6.1E-03 6.6E-03 7.3E-03 8.0E-03 8.7E-03 9.2E-03   8.6E-02
   5-   7 3.6E-02 3.6E-02 3.6E-02 3.6E-02 3.6E-02 3.5E-02 3.5E-02 3.6E-02 3.7E-02 3.9E-02 4.3E-02 4.6E-02 4.9E-02   4.9E-01
   7-   9 1.6E-01 1.6E-01 1.6E-01 1.5E-01 1.5E-01 1.5E-01 1.4E-01 1.4E-01 1.4E-01 1.4E-01 1.4E-01 1.5E-01 1.5E-01   1.8E+00
   9-  11 4.9E-01 4.8E-01 4.7E-01 4.6E-01 4.4E-01 4.2E-01 3.9E-01 3.7E-01 3.3E-01 3.0E-01 2.8E-01 2.7E-01 2.7E-01   4.3E+00
  11-  13 1.2E+00 1.2E+00 1.1E+00 1.1E+00 1.0E+00 9.3E-01 8.5E-01 7.7E-01 6.3E-01 5.2E-01 4.4E-01 4.0E-01 3.8E-01   8.5E+00
  13-  15 2.0E+00 1.9E+00 1.9E+00 1.8E+00 1.6E+00 1.5E+00 1.3E+00 1.1E+00 8.7E-01 6.6E-01 5.2E-01 4.4E-01 4.0E-01   1.2E+01
  15-  23 2.4E+00 2.4E+00 2.3E+00 2.1E+00 1.9E+00 1.6E+00 1.4E+00 1.2E+00 8.2E-01 5.7E-01 4.1E-01 3.2E-01 2.8E-01   1.2E+01
  23-  31 2.8E+00 2.7E+00 2.5E+00 2.3E+00 2.0E+00 1.7E+00 1.3E+00 1.1E+00 6.5E-01 4.0E-01 2.5E-01 1.8E-01 1.5E-01   1.1E+01
  31-  39 3.0E+00 3.0E+00 2.7E+00 2.4E+00 2.0E+00 1.6E+00 1.2E+00 9.0E-01 4.8E-01 2.5E-01 1.4E-01 9.5E-02 7.4E-02   1.0E+01
  39-  47 3.2E+00 3.1E+00 2.8E+00 2.4E+00 1.9E+00 1.4E+00 1.0E+00 7.2E-01 3.3E-01 1.5E-01 7.5E-02 4.5E-02 3.3E-02   8.8E+00
  47-  55 3.4E+00 3.2E+00 2.8E+00 2.3E+00 1.8E+00 1.3E+00 8.4E-01 5.4E-01 2.1E-01 8.1E-02 3.5E-02 1.9E-02 1.3E-02   7.6E+00
  55-  63 3.5E+00 3.3E+00 2.8E+00 2.2E+00 1.6E+00 1.1E+00 6.6E-01 3.9E-01 1.3E-01 4.0E-02 1.5E-02 6.9E-03 4.4E-03   6.6E+00
  63-  71 3.6E+00 3.4E+00 2.8E+00 2.1E+00 1.4E+00 8.9E-01 5.1E-01 2.7E-01 7.0E-02 1.8E-02 5.4E-03 2.2E-03 1.3E-03   5.8E+00
  71-  79 3.7E+00 3.5E+00 2.8E+00 2.0E+00 1.3E+00 7.2E-01 3.7E-01 1.8E-01 3.6E-02 7.3E-03 1.8E-03 6.2E-04 3.3E-04   5.1E+00
  79-  87 4.0E+00 3.7E+00 2.9E+00 1.9E+00 1.1E+00 5.8E-01 2.7E-01 1.1E-01 1.7E-02 2.7E-03 5.1E-04 1.5E-04 7.0E-05   4.6E+00
  87-  95 4.3E+00 3.9E+00 2.9E+00 1.9E+00 9.9E-01 4.5E-01 1.8E-01 6.7E-02 7.6E-03 8.5E-04 1.2E-04 2.9E-05 1.2E-05   4.3E+00
  95- 103 4.4E+00 3.9E+00 2.8E+00 1.7E+00 7.9E-01 3.2E-01 1.1E-01 3.5E-02 2.8E-03 2.2E-04 2.3E-05 4.3E-06 1.6E-06   3.8E+00
 103- 111 3.3E+00 2.9E+00 2.0E+00 1.1E+00 4.5E-01 1.6E-01 4.7E-02 1.2E-02 6.4E-04 3.3E-05 2.4E-06 3.5E-07 1.1E-07   2.5E+00
 111- 115 1.3E+00 1.1E+00 7.1E-01 3.5E-01 1.3E-01 3.9E-02 9.5E-03 2.0E-03 6.5E-05 1.2E-05 1.9E-04 1.7E-03 6.1E-03   8.4E-01
 115- 119 5.9E-02 5.0E-02 3.0E-02 1.3E-02 3.9E-03 8.9E-04 1.5E-04 2.1E-05 3.5E-07 7.9E-07 2.2E-06 0.0E+00 0.0E+00   3.2E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =7.227E+02
                                                                            proton multiplicity (dimensionless)  =4.149E-01
                                                                            proton average energy (MeV)          =4.832E+01
                                                                            proton kerma coefficient (fGym^2)    =1.620E+00
  
                       120-MeV neutrons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 7.3E-10 7.5E-10 8.0E-10 9.0E-10 1.0E-09 1.2E-09 1.4E-09 1.7E-09 2.4E-09 3.3E-09 4.3E-09 5.2E-09 5.8E-09   3.4E-08
   3-   5 2.4E-05 2.4E-05 2.4E-05 2.4E-05 2.4E-05 2.5E-05 2.6E-05 2.7E-05 3.0E-05 3.4E-05 4.0E-05 4.5E-05 4.9E-05   4.0E-04
   5-   7 4.3E-04 4.3E-04 4.3E-04 4.3E-04 4.4E-04 4.5E-04 4.7E-04 4.9E-04 5.5E-04 6.5E-04 7.7E-04 8.9E-04 9.8E-04   7.5E-03
   7-   9 6.6E-03 6.6E-03 6.5E-03 6.4E-03 6.3E-03 6.2E-03 6.0E-03 6.0E-03 5.9E-03 6.2E-03 6.7E-03 7.3E-03 7.7E-03   8.0E-02
   9-  11 3.0E-02 2.9E-02 2.9E-02 2.8E-02 2.6E-02 2.5E-02 2.3E-02 2.1E-02 1.8E-02 1.7E-02 1.6E-02 1.6E-02 1.6E-02   2.5E-01
  11-  13 5.9E-02 5.8E-02 5.6E-02 5.3E-02 4.9E-02 4.4E-02 4.0E-02 3.5E-02 2.8E-02 2.2E-02 1.9E-02 1.8E-02 1.7E-02   3.9E-01
  13-  15 7.8E-02 7.7E-02 7.4E-02 6.9E-02 6.2E-02 5.5E-02 4.8E-02 4.1E-02 3.0E-02 2.2E-02 1.8E-02 1.5E-02 1.4E-02   4.4E-01
  15-  23 9.4E-02 9.2E-02 8.7E-02 7.9E-02 7.0E-02 6.0E-02 5.0E-02 4.1E-02 2.7E-02 1.8E-02 1.2E-02 9.4E-03 8.0E-03   4.3E-01
  23-  31 9.4E-02 9.2E-02 8.5E-02 7.6E-02 6.4E-02 5.2E-02 4.1E-02 3.2E-02 1.8E-02 1.0E-02 6.2E-03 4.3E-03 3.4E-03   3.5E-01
  31-  39 9.1E-02 8.9E-02 8.1E-02 6.9E-02 5.7E-02 4.4E-02 3.3E-02 2.4E-02 1.2E-02 5.7E-03 3.0E-03 1.9E-03 1.4E-03   2.7E-01
  39-  47 9.4E-02 9.0E-02 8.1E-02 6.7E-02 5.2E-02 3.8E-02 2.7E-02 1.8E-02 7.6E-03 3.2E-03 1.5E-03 8.3E-04 5.9E-04   2.3E-01
  47-  55 1.0E-01 9.8E-02 8.6E-02 6.9E-02 5.1E-02 3.5E-02 2.3E-02 1.4E-02 5.0E-03 1.7E-03 6.9E-04 3.4E-04 2.3E-04   2.1E-01
  55-  63 1.2E-01 1.1E-01 9.5E-02 7.3E-02 5.1E-02 3.3E-02 2.0E-02 1.1E-02 3.2E-03 9.2E-04 3.0E-04 1.3E-04 8.1E-05   2.1E-01
  63-  71 1.4E-01 1.3E-01 1.1E-01 8.0E-02 5.2E-02 3.1E-02 1.7E-02 8.6E-03 2.0E-03 4.5E-04 1.2E-04 4.5E-05 2.5E-05   2.1E-01
  71-  79 1.7E-01 1.6E-01 1.3E-01 8.7E-02 5.3E-02 2.9E-02 1.4E-02 6.4E-03 1.1E-03 2.0E-04 4.2E-05 1.3E-05 6.7E-06   2.2E-01
  79-  87 2.1E-01 1.9E-01 1.5E-01 9.7E-02 5.4E-02 2.6E-02 1.1E-02 4.5E-03 6.0E-04 7.7E-05 1.3E-05 3.3E-06 1.5E-06   2.3E-01
  87-  95 2.8E-01 2.5E-01 1.9E-01 1.1E-01 5.8E-02 2.5E-02 9.5E-03 3.2E-03 3.1E-04 2.8E-05 3.5E-06 7.2E-07 2.8E-07   2.6E-01
  95- 103 4.6E-01 4.0E-01 2.8E-01 1.6E-01 7.3E-02 2.7E-02 8.9E-03 2.5E-03 1.6E-04 1.0E-05 9.1E-07 1.5E-07 4.9E-08   3.7E-01
 103- 111 7.2E-01 6.3E-01 4.2E-01 2.1E-01 8.6E-02 2.8E-02 7.5E-03 1.8E-03 7.6E-05 4.1E-05 8.5E-04 7.9E-03 2.9E-02   5.2E-01
 111- 115 7.3E-01 6.2E-01 3.9E-01 1.8E-01 6.2E-02 1.7E-02 3.6E-03 6.3E-04 1.5E-05 1.8E-05 7.1E-05 8.2E-06 5.3E-11   4.4E-01
 115- 117 9.0E-03 7.3E-03 3.9E-03 1.4E-03 3.0E-04 3.9E-05 1.8E-06 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   4.1E-03
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =3.223E+01
                                                                          deuteron multiplicity (dimensionless)  =1.850E-02
                                                                          deuteron average energy (MeV)          =6.297E+01
                                                                          deuteron kerma coefficient (fGym^2)    =9.415E-02
  
                       120-MeV neutrons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 6.5E-07 7.4E-07 1.0E-06 1.6E-06 2.6E-06 4.1E-06 6.3E-06 9.2E-06 1.7E-05 2.7E-05 3.8E-05 4.6E-05 5.1E-05   2.5E-04
   5-   7 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.6E-04 1.5E-04 1.4E-04 1.3E-04 1.3E-04   1.9E-03
   7-   9 1.5E-04 1.5E-04 1.5E-04 1.5E-04 1.6E-04 1.7E-04 1.8E-04 1.9E-04 2.1E-04 2.5E-04 2.9E-04 3.3E-04 3.7E-04   2.8E-03
   9-  11 9.0E-04 9.1E-04 9.4E-04 9.8E-04 1.0E-03 1.1E-03 1.2E-03 1.3E-03 1.5E-03 1.8E-03 2.0E-03 2.2E-03 2.4E-03   2.0E-02
  11-  13 3.4E-03 3.4E-03 3.4E-03 3.5E-03 3.5E-03 3.6E-03 3.8E-03 3.9E-03 4.3E-03 4.8E-03 5.4E-03 6.1E-03 6.6E-03   5.6E-02
  13-  15 9.5E-03 9.5E-03 9.7E-03 9.9E-03 1.0E-02 1.1E-02 1.1E-02 1.2E-02 1.4E-02 1.7E-02 2.1E-02 2.4E-02 2.6E-02   2.0E-01
  15-  23 1.7E-01 1.6E-01 1.6E-01 1.6E-01 1.5E-01 1.5E-01 1.5E-01 1.4E-01 1.4E-01 1.5E-01 1.6E-01 1.7E-01 1.8E-01   1.9E+00
  23-  31 6.8E-02 6.7E-02 6.3E-02 5.9E-02 5.3E-02 4.7E-02 4.1E-02 3.6E-02 2.9E-02 2.5E-02 2.4E-02 2.4E-02 2.4E-02   4.3E-01
  31-  39 6.7E-03 6.6E-03 6.2E-03 5.6E-03 4.9E-03 4.1E-03 3.4E-03 2.7E-03 1.7E-03 1.1E-03 8.4E-04 6.9E-04 6.3E-04   3.0E-02
  39-  47 9.2E-03 9.0E-03 8.3E-03 7.3E-03 6.1E-03 4.9E-03 3.8E-03 2.9E-03 1.6E-03 8.3E-04 4.8E-04 3.1E-04 2.4E-04   3.2E-02
  47-  55 1.3E-02 1.3E-02 1.2E-02 1.0E-02 8.0E-03 6.1E-03 4.4E-03 3.1E-03 1.4E-03 6.4E-04 3.1E-04 1.9E-04 1.3E-04   3.7E-02
  55-  63 1.8E-02 1.7E-02 1.5E-02 1.2E-02 9.4E-03 6.7E-03 4.5E-03 2.9E-03 1.1E-03 4.1E-04 1.7E-04 8.8E-05 5.9E-05   4.0E-02
  63-  71 2.1E-02 2.0E-02 1.8E-02 1.4E-02 9.8E-03 6.5E-03 4.0E-03 2.3E-03 7.1E-04 2.1E-04 7.3E-05 3.2E-05 2.0E-05   4.0E-02
  71-  79 2.3E-02 2.2E-02 1.8E-02 1.3E-02 8.9E-03 5.4E-03 3.0E-03 1.5E-03 3.7E-04 8.6E-05 2.3E-05 8.8E-06 4.9E-06   3.5E-02
  79-  87 2.3E-02 2.1E-02 1.7E-02 1.2E-02 7.3E-03 4.0E-03 2.0E-03 9.0E-04 1.6E-04 2.8E-05 5.8E-06 1.8E-06 8.8E-07   3.0E-02
  87-  95 2.2E-02 2.0E-02 1.5E-02 1.0E-02 5.6E-03 2.7E-03 1.2E-03 4.6E-04 5.8E-05 7.1E-06 1.1E-06 2.7E-07 1.1E-07   2.4E-02
  95- 103 2.0E-02 1.8E-02 1.3E-02 7.8E-03 3.9E-03 1.6E-03 6.0E-04 2.0E-04 1.7E-05 1.4E-06 1.5E-07 2.8E-08 1.0E-08   1.8E-02
 103- 111 1.6E-02 1.4E-02 9.7E-03 5.3E-03 2.3E-03 8.3E-04 2.5E-04 6.7E-05 3.6E-06 1.9E-07 1.3E-08 1.8E-09 5.4E-10   1.2E-02
 111- 119 1.0E-02 9.0E-03 5.8E-03 2.8E-03 1.1E-03 3.2E-04 7.7E-05 1.6E-05 5.0E-07 1.5E-08 6.3E-10 5.9E-11 1.0E-07   6.8E-03
 119- 127 2.9E-03 2.4E-03 1.4E-03 6.1E-04 1.9E-04 4.5E-05 8.2E-06 1.2E-06 1.9E-08 6.6E-09 2.0E-07 2.5E-06 1.1E-05   1.6E-03
 127- 129 1.1E-06 7.9E-07 2.4E-07 1.5E-08 2.8E-13 2.7E-14 7.9E-16 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   2.8E-07
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =2.172E+01
                                                                             alpha multiplicity (dimensionless)  =1.247E-02
                                                                             alpha average energy (MeV)          =2.578E+01
                                                                             alpha kerma coefficient (fGym^2)    =2.598E-02
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=1.018E+04 ;multiplicity=5.844E+00 ;av. energy (MeV)=9.656E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=7.227E+02 ;multiplicity=4.149E-01 ;av. energy (MeV)=4.832E+01 ;kerma co. (fGym^2) =1.620E+00
deuteron prod. cross sec. (mb)=3.223E+01 ;multiplicity=1.850E-02 ;av. energy (MeV)=6.297E+01 ;kerma co. (fGym^2) =9.415E-02
  triton prod. cross sec. (mb)=5.365E+00 ;multiplicity=3.080E-03 ;av. energy (MeV)=2.826E+01 ;kerma co. (fGym^2) =7.033E-03
   alpha prod. cross sec. (mb)=2.172E+01 ;multiplicity=1.247E-02 ;av. energy (MeV)=2.578E+01 ;kerma co. (fGym^2) =2.598E-02
   gamma prod. cross sec. (mb)=7.610E+03 ;multiplicity=4.369E+00 ;av. energy (MeV)=1.184E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Kerma coefficient summary: A<5=1.75E+00; elas. recoil=1.31E-03; nonelas. recoil=3.13E-02; TOTAL KERMA Co.=1.78E+00(fGym^2)
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=4.70E-01; prot.=1.67E-01; deut.=9.71E-03; trit.=7.25E-04; alph.=2.68E-03; gamm.=4.31E-02; A>5 recoils=3.23E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++ 130-MeV neutrons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for 130-MeV reactions on 208Pb:
Total cross section      = 3.953E+03 mb
Elastic cross section    = 2.249E+03 mb
Nonelastic cross section = 1.704E+03 mb
  
                       130-MeV neutrons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.7E+02 1.7E+02 1.7E+02 1.7E+02 1.6E+02 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02   2.0E+03
   3-   5 9.7E+01 9.6E+01 9.5E+01 9.3E+01 9.1E+01 8.8E+01 8.5E+01 8.3E+01 7.8E+01 7.5E+01 7.3E+01 7.2E+01 7.2E+01   1.0E+03
   5-   7 3.6E+01 3.5E+01 3.5E+01 3.4E+01 3.3E+01 3.1E+01 3.0E+01 2.9E+01 2.6E+01 2.5E+01 2.4E+01 2.4E+01 2.4E+01   3.5E+02
   7-   9 1.4E+01 1.4E+01 1.4E+01 1.4E+01 1.3E+01 1.2E+01 1.2E+01 1.1E+01 9.8E+00 9.1E+00 8.7E+00 8.5E+00 8.5E+00   1.3E+02
   9-  11 7.5E+00 7.4E+00 7.2E+00 6.9E+00 6.6E+00 6.1E+00 5.7E+00 5.3E+00 4.5E+00 4.0E+00 3.7E+00 3.5E+00 3.5E+00   6.1E+01
  11-  13 5.2E+00 5.1E+00 4.9E+00 4.7E+00 4.4E+00 4.0E+00 3.7E+00 3.3E+00 2.7E+00 2.2E+00 1.9E+00 1.8E+00 1.7E+00   3.7E+01
  13-  15 4.4E+00 4.3E+00 4.2E+00 3.9E+00 3.6E+00 3.3E+00 2.9E+00 2.6E+00 2.0E+00 1.6E+00 1.3E+00 1.1E+00 1.1E+00   2.8E+01
  15-  23 4.1E+00 4.0E+00 3.8E+00 3.6E+00 3.2E+00 2.8E+00 2.5E+00 2.1E+00 1.5E+00 1.1E+00 7.9E-01 6.4E-01 5.6E-01   2.2E+01
  23-  31 4.2E+00 4.1E+00 3.9E+00 3.5E+00 3.1E+00 2.6E+00 2.1E+00 1.7E+00 1.1E+00 6.8E-01 4.5E-01 3.3E-01 2.8E-01   1.8E+01
  31-  39 4.4E+00 4.3E+00 4.0E+00 3.5E+00 3.0E+00 2.4E+00 1.9E+00 1.4E+00 7.9E-01 4.4E-01 2.6E-01 1.8E-01 1.4E-01   1.6E+01
  39-  47 4.7E+00 4.6E+00 4.2E+00 3.6E+00 2.9E+00 2.2E+00 1.6E+00 1.2E+00 5.7E-01 2.7E-01 1.4E-01 8.9E-02 6.7E-02   1.4E+01
  47-  55 5.0E+00 4.8E+00 4.3E+00 3.6E+00 2.8E+00 2.0E+00 1.4E+00 9.4E-01 3.9E-01 1.6E-01 7.5E-02 4.2E-02 3.0E-02   1.2E+01
  55-  63 5.3E+00 5.1E+00 4.4E+00 3.6E+00 2.6E+00 1.8E+00 1.2E+00 7.3E-01 2.6E-01 9.2E-02 3.7E-02 1.8E-02 1.2E-02   1.1E+01
  63-  71 5.7E+00 5.4E+00 4.6E+00 3.5E+00 2.5E+00 1.6E+00 9.7E-01 5.5E-01 1.6E-01 4.8E-02 1.6E-02 7.3E-03 4.5E-03   1.0E+01
  71-  79 5.9E+00 5.6E+00 4.6E+00 3.4E+00 2.3E+00 1.4E+00 7.6E-01 4.0E-01 9.6E-02 2.3E-02 6.6E-03 2.6E-03 1.5E-03   9.1E+00
  79-  87 6.4E+00 5.9E+00 4.8E+00 3.4E+00 2.1E+00 1.2E+00 5.9E-01 2.8E-01 5.4E-02 1.0E-02 2.4E-03 8.3E-04 4.3E-04   8.5E+00
  87-  95 7.1E+00 6.5E+00 5.1E+00 3.4E+00 2.0E+00 1.0E+00 4.6E-01 1.9E-01 2.9E-02 4.4E-03 8.3E-04 2.4E-04 1.1E-04   8.2E+00
  95- 103 8.0E+00 7.3E+00 5.5E+00 3.5E+00 1.9E+00 8.6E-01 3.5E-01 1.3E-01 1.5E-02 1.7E-03 2.5E-04 6.0E-05 2.6E-05   8.1E+00
 103- 111 9.0E+00 8.1E+00 5.8E+00 3.5E+00 1.7E+00 7.0E-01 2.5E-01 8.1E-02 6.9E-03 5.8E-04 6.5E-05 1.3E-05 4.8E-06   8.0E+00
 111- 119 8.9E+00 7.9E+00 5.5E+00 3.0E+00 1.3E+00 4.9E-01 1.5E-01 4.2E-02 2.5E-03 1.5E-04 1.3E-05 2.0E-06 6.4E-07   7.0E+00
 119- 127 1.5E+01 1.3E+01 8.4E+00 4.2E+00 1.7E+00 5.4E-01 1.4E-01 3.3E-02 1.4E-03 2.2E-04 2.6E-03 2.0E-02 7.0E-02   1.0E+01
 127- 131 5.2E+00 4.4E+00 2.7E+00 1.2E+00 4.1E-01 1.1E-01 2.2E-02 3.7E-03 6.2E-05 5.9E-07 1.1E-09 0.0E+00 0.0E+00   3.1E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =1.039E+04
                                                                           neutron multiplicity (dimensionless)  =6.097E+00
                                                                           neutron average energy (MeV)          =1.011E+01
  
                       130-MeV neutrons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.3E-05 1.3E-05 1.4E-05 1.4E-05 1.5E-05 1.7E-05 1.8E-05 2.0E-05 2.5E-05 3.0E-05 3.6E-05 4.1E-05 4.5E-05   3.3E-04
   3-   5 7.3E-03 7.3E-03 7.3E-03 7.4E-03 7.5E-03 7.7E-03 7.8E-03 8.1E-03 8.8E-03 9.6E-03 1.1E-02 1.2E-02 1.2E-02   1.1E-01
   5-   7 4.6E-02 4.6E-02 4.5E-02 4.5E-02 4.5E-02 4.5E-02 4.5E-02 4.6E-02 4.8E-02 5.1E-02 5.6E-02 6.0E-02 6.3E-02   6.3E-01
   7-   9 1.9E-01 1.9E-01 1.9E-01 1.8E-01 1.8E-01 1.8E-01 1.7E-01 1.7E-01 1.7E-01 1.7E-01 1.8E-01 1.9E-01 2.0E-01   2.2E+00
   9-  11 5.1E-01 5.1E-01 5.0E-01 4.9E-01 4.7E-01 4.5E-01 4.2E-01 4.0E-01 3.7E-01 3.4E-01 3.3E-01 3.3E-01 3.3E-01   4.8E+00
  11-  13 1.1E+00 1.1E+00 1.1E+00 1.0E+00 9.7E-01 9.1E-01 8.4E-01 7.7E-01 6.4E-01 5.4E-01 4.7E-01 4.3E-01 4.1E-01   8.5E+00
  13-  15 1.8E+00 1.8E+00 1.7E+00 1.6E+00 1.5E+00 1.4E+00 1.2E+00 1.1E+00 8.4E-01 6.5E-01 5.3E-01 4.5E-01 4.1E-01   1.2E+01
  15-  23 2.2E+00 2.2E+00 2.1E+00 1.9E+00 1.7E+00 1.5E+00 1.3E+00 1.1E+00 7.9E-01 5.5E-01 4.1E-01 3.3E-01 2.9E-01   1.2E+01
  23-  31 2.6E+00 2.5E+00 2.4E+00 2.1E+00 1.9E+00 1.6E+00 1.3E+00 1.0E+00 6.4E-01 4.0E-01 2.6E-01 1.9E-01 1.6E-01   1.1E+01
  31-  39 2.8E+00 2.8E+00 2.5E+00 2.2E+00 1.9E+00 1.5E+00 1.2E+00 8.9E-01 4.9E-01 2.7E-01 1.6E-01 1.0E-01 8.2E-02   9.8E+00
  39-  47 3.0E+00 2.9E+00 2.7E+00 2.3E+00 1.8E+00 1.4E+00 1.0E+00 7.3E-01 3.5E-01 1.6E-01 8.5E-02 5.2E-02 3.9E-02   8.7E+00
  47-  55 3.2E+00 3.1E+00 2.7E+00 2.2E+00 1.7E+00 1.3E+00 8.6E-01 5.7E-01 2.3E-01 9.4E-02 4.3E-02 2.3E-02 1.6E-02   7.6E+00
  55-  63 3.3E+00 3.2E+00 2.7E+00 2.2E+00 1.6E+00 1.1E+00 7.0E-01 4.3E-01 1.5E-01 5.0E-02 1.9E-02 9.5E-03 6.2E-03   6.7E+00
  63-  71 3.4E+00 3.3E+00 2.8E+00 2.1E+00 1.5E+00 9.3E-01 5.5E-01 3.1E-01 8.7E-02 2.5E-02 8.0E-03 3.5E-03 2.1E-03   5.9E+00
  71-  79 3.6E+00 3.4E+00 2.8E+00 2.0E+00 1.3E+00 7.8E-01 4.2E-01 2.1E-01 4.8E-02 1.1E-02 2.9E-03 1.1E-03 6.1E-04   5.3E+00
